1,8.9915
2,6.9292
3,5.8481
4,9.0777
5,0.99487
6,9.9914
7,2.0066
8,5.9411
9,1.9862
10,5.9554
11,1.0045
12,8.0774
13,9.0991
14,10.043
15,10.006
16,6.0531
17,3.0233
18,2.0322
19,6.0726
20,6.0093
21,8.0694
22,1.0063
23,7.0027
24,5.9453
25,1.9663
26,5.0058
27,6.0531
28,4.9053
29,9.9169
30,7.0081
31,5.0058
32,9.0056
33,5.898
34,5.9473
35,7.0407
36,4.0214
37,3.0435
38,5.9447
39,8.8547
40,4.9522
41,2.0183
42,5.1254
43,4.0365
44,5.0232
45,9.1514
46,5.024
47,4.0082
48,4.0407
49,1.991
50,2.9874
51,1.0127
52,4.9756
53,2.9763
54,2.9797
55,1.0127
56,2.0065
57,5.0652
58,7.9685
59,3.0121
60,7.96
61,0.98877
62,4.0381
63,0.99752
64,2.9634
65,1.0057
66,1.9785
67,2.0138
68,3.0294
69,1.9972
70,1.9697
71,6.0496
72,10.042
73,10.052
74,3.0044
75,4.9979
76,3.9714
77,6.0124
78,3.008
79,6.0124
80,5.0374
81,1.9854
82,1.0066
83,9.8667
84,4.9238
85,10.027
86,8.1297
87,1.0007
88,6.9126
89,7.9465
90,7.0563
91,5.9433
92,3.0094
93,8.0264
94,3.0634
95,4.0499
96,9.2242
97,9.0738
98,5.02
99,4.033
100,6.9241
